,0
10731,Neutral color
10732,TD-Gammon
10733,Fiji (software)
10734,Standardized uptake value
10735,DARPA Grand Challenge
10736,Out of memory
10737,Sample exclusion dimension
10738,Microbotics
10739,Screen space ambient occlusion
10740,Anthony Levandowski
10741,Mlpack
10742,Self-replicating spacecraft
10743,Swypeout
10744,A.I. Rising
10745,Smart port
10746,UNL-NL Dictionary
10747,Reverse correlation technique
10748,Alberto Broggi
10749,Item response theory
10750,Dynamic Analysis and Replanning Tool
10751,Sudeep Sarkar
10752,"The Magical Number Seven, Plus or Minus Two"
10753,Fred (chatterbot)
10754,MNIST database
10755,Powerwall
10756,OpenAI Five
10757,Small matter of programming
10758,Artificial intelligence in industry
10759,Battle Chess
10760,Comparison of cognitive architectures
10761,Cyclopropyl group
10762,GloVe (machine learning)
10763,Martian Watches
10764,Laser-powered phosphor display
10765,Artificial neuron
10766,Logogen model
10767,Merchlar
10768,Constellation model
10769,Transient screen
10770,Voxel
10771,Mega Man Battle Chip Challenge
10772,Scilab Image Processing
10773,Paco Nathan
10774,Term algebra
10775,Encrypt (film)
10776,Grindhouse Wetware
10777,Strategic Computing Initiative
10778,Discrete tomography
10779,National Center for Digitization
10780,Sorenson Media
10781,Smart home
10782,Universal instantiation
10783,Segmentation-based object categorization
10784,Substitution (logic)
10785,Telephone Pavilion (Expo 67)
10786,Minimum redundancy feature selection
10787,Leonid Perlovsky
10788,Ratio Club
10789,Cognitive map
10790,Virtual concert
10791,Web Services Modeling Language
10792,Robotic sperm
10793,Dubins path
10794,Pet in TV
10795,Silhouette edge
10796,Red edge
10797,CloudWalk Technology
10798,Perplexity
10799,Time-inhomogeneous hidden Bernoulli model
10800,PROWLER
10801,Chao Lingshen
10802,The Dream Wanderer
10803,ETAP-3
10804,PlateSmart
10805,EasyGo
10806,Legged Squad Support System
10807,Caffe (software)
10808,Winner-take-all (computing)
10809,Extensible Device Metadata
10810,Aging (scheduling)
10811,Electroencephalography
10812,Aimee Van Wynsberghe
10813,Bitplane
10814,GloriaFX
10815,Knight Rider (1988 video game)
10816,RoboCop (song)
10817,Zweibrücken Observatory
10818,Supersoldier
10819,Harmony (color)
10820,MOS Technology 6551
10821,Genetic algorithm
10822,Human-agent team
10823,Hemithioacetal
10824,"Win–stay, lose–switch"
10825,Indexed color
10826,Radiant AI
10827,OpenL Tablets
10828,Nando de Freitas
10829,Mink (printer)
10830,Multilingual notation
10831,Theory of Colours
10832,Metal House Robots
10833,Kaiserpanorama
10834,Robert Wilensky
10835,U-Key
10836,Samsung Gear VR
10837,Dana S. Nau
10838,Orthogonal polarization spectral imaging
10839,Conference on Semantics in Healthcare and Life Sciences
10840,Bayesian optimization
10841,Direction finding
10842,OpenPicus
10843,Word-sense disambiguation
10844,Gangster World
10845,Semantic triple
10846,Holy grail (web design)
10847,G.718
10848,Digital Speech Standard
10849,Random subspace method
10850,Organismic computing
10851,3D film
10852,Existential instantiation
10853,FemiSapien
10854,Northrop Grumman MQ-8C Fire Scout
10855,FreeMind
10856,Bezold effect
10857,Morphological skeleton
10858,Functional principal component analysis
10859,Moses (machine translation)
10860,COTSBot
10861,Nikolay Pilchikov
10862,Logitech Driving Force GT
10863,Immersive commerce
10864,Medical image computing
10865,Nitrolic acid
10866,Suffix automaton
10867,Digital topology
10868,Kymeras
10869,Focus-plus-context screen
10870,Alok R. Chaturvedi
10871,Atomic formula
10872,Path coefficient
10873,Coiflet
10874,SUPHEED
10875,T-norm
10876,Pierre Baldi
10877,Expressive power (computer science)
10878,Eureka Prometheus Project
10879,B-Prolog
10880,Digital single-lens reflex camera
10881,Analogous colors
10882,Simple Knowledge Organization System
10883,Tracking (hunting)
10884,Element AI
10885,Real-time transcription
10886,Gray level size zone matrix
10887,Sven Koenig (computer scientist)
10888,.icns
10889,MegaHAL
10890,ELIZA effect
10891,DATR
10892,Enon (robot)
10893,South Bougainville languages
10894,NetXMS
10895,Casino (video game)
10896,Deconvolution
10897,Chaff algorithm
10898,Connected car
10899,Knight Rider (season 2)
10900,Structural synthesis of programs
10901,Xbox Live Vision
10902,BERT (language model)
10903,Colorimetry
10904,Gettext
10905,Bomb disposal robot
10906,Switch access
10907,Self-driving car
10908,FedEx Office
10909,Gumblar
10910,Iron Sunrise
10911,PicaBot
10912,Closest point method
10913,Space probe
10914,MIDItarHero
10915,IoBridge
10916,Sankar Kumar Pal
10917,Topic map
10918,GroupLens Research
10919,Glossary of Broken Dreams
10920,Sphero
10921,Michael Scaife
10922,Matrox
10923,Intelligent Input Bus
10924,Collegiate Aerial Robotics Demonstration
10925,Agent-oriented programming
10926,Bailey Art Museum
10927,Multi-Agent Programming Contest
10928,Kernel embedding of distributions
10929,LI-RADS
10930,User analysis
10931,Out-of-box experience
10932,Nokia Lumia 810
10933,Language processing in the brain
10934,Open Neural Network Exchange
10935,DOK-ING
10936,Surgery simulator
10937,UAV-systems hardware chart
10938,Texture mapping unit
10939,Hard problem of consciousness
10940,SpaceMETA
10941,Google Glass
10942,Backjumping
10943,Probabilistic soft logic
10944,Nefsis
10945,Shane Legg
10946,Weak ontology
10947,LabelMe
10948,Complementary colors
10949,Stereophotogrammetry
10950,Blood Music (novel)
10951,Blaxxun
10952,Multi-material 3D printing
10953,Duelyst
10954,Turochamp
10955,Military taxonomy
10956,Spirit Camera
10957,Liberal Bench
10958,The Cancer Imaging Archive (TCIA)
10959,Plen
10960,Syntax guessing
10961,Embodied cognition
10962,Brainstorm (1983 film)
10963,Thermal time hypothesis
10964,Modular neural network
10965,Psychoacoustics
10966,K-medoids
10967,Office of the future
10968,Imran Chaudhri
10969,Dynamic Markov compression
10970,Object detection
10971,Cylinder Audio Archive
10972,Crowdreferencing
10973,Immersive design
10974,Bucky bit
10975,Altered Carbon
10976,Dotsoul
10977,InVesalius
10978,Unstan ware
10979,Intensional logic
10980,Comparison of USB tv tuner sticks
10981,UPGMA
10982,Dural (Virtua Fighter)
10983,Markov property
10984,The All-Earth Ecobot Challenge
10985,Phase space measurement with forward modeling
10986,BAITSSS
10987,Artificial creation
10988,Convolutional neural network
10989,Theano (software)
10990,Precomputed Radiance Transfer
10991,GraphSLAM
10992,Index of color-related articles
10993,Caret (software)
10994,Starcrash
10995,Mariposa (novel)
10996,Shovelware
10997,Belief–desire–intention software model
10998,Abell 383
10999,ITools Resourceome
11000,Learning automaton
11001,DIY Kindle Scanner
11002,Motorola Solutions
11003,.rwz
11004,Error-tolerant design
11005,Invizimals
11006,Metal Gear Acid
11007,Subsequence
11008,GoMeta
11009,Knight Rider Special
11010,Epipolar geometry
11011,Clustering illusion
11012,Essential matrix
11013,POSIX terminal interface
11014,Robosquirrel
11015,Interactive machine translation
11016,Jazz (Transformers)
11017,The Forge of God
11018,Clinical decision support system
11019,VIRAT
11020,James K. Baker
11021,Layered Image File Format
11022,Dual X-ray absorptiometry and laser
11023,General regression neural network
11024,Empirical Methods in Natural Language Processing
11025,2D plus Delta
11026,Accel World
11027,Full House Poker
11028,Triple Town
11029,Manifold alignment
11030,Serpentor
11031,Turbo Kid
11032,Radio-controlled boat
11033,Hazeltine 2000
11034,Lucasfilm Ltd v Ainsworth
11035,Transformers Hall of Fame
11036,OpenIO
11037,Machine-readable dictionary
11038,Polyphenylsulfone
11039,Economic taxonomy
11040,Joystick
11041,VertiGo
11042,Admissible heuristic
11043,Windows Mixed Reality
11044,AlertMe
11045,Apache Mahout
11046,Visual artifact
11047,ICEM Surf
11048,Roboy
11049,Virtual assistant privacy
11050,Kernel (neurotechnology company)
11051,Philips
11052,Object Action Complex
11053,Online machine learning
11054,Electrocorticography
11055,Composite artifact colors
11056,Trimble Inc.
11057,Claudia Mitchell
11058,Local pixel grouping
11059,Google Japanese Input
11060,Nokia 5250
11061,Viterbi algorithm
11062,Robotics Collaborative Technology Alliance
11063,CardMon Hero
11064,Andrew Fitzgibbon (engineer)
11065,International Cancer Imaging Society
11066,Virtual On
11067,Puppy face
11068,User-centered design
11069,Sketch recognition
11070,Pansharpened image
11071,Minion (solver)
11072,Microsoft Voice Command
11073,Distributed artificial intelligence
11074,Thresholding (image processing)
11075,Committee on the Biological Effects of Ionizing Radiation
11076,Biometric passport
11077,J. Doyne Farmer
11078,DPVweb
11079,Hemiacetal
11080,The Hacker and the Ants
11081,Ben Taskar
11082,Zooniverse
11083,Mo-cap suit
11084,ISO 14223
11085,Factored language model
11086,Jennifer Mankoff
11087,Cyber Chess
11088,Responsiveness
11089,Reductionism
11090,Zoomed video port
11091,Controversial literature (Library of Congress Subject Headings)
11092,Open-source robotics
11093,Thioacyl chloride
11094,Glossary of computer chess terms
11095,Digital signature transponder
11096,Colossus (novel)
11097,Adaptive web design
11098,Phosphinous acid
11099,Boran languages
11100,Ron Sun
11101,Linear partial information
11102,IBM Shoebox
11103,Yu-Gi-Oh! The Sacred Cards
11104,Hanan Samet
11105,.x
11106,Kalapuyan languages
11107,Robot Monk Xian'er
11108,Karl Steinbuch
11109,Killer-robots.txt
11110,QWERTY Tummy
11111,Extended Channel Interpretation
11112,George (robot)
11113,Makerbot Cupcake
11114,Fingerprint scanner
11115,Gary B. Fogel
11116,Transfinite interpolation
11117,MOS Technology 6522
11118,Alice (virtual assistant)
11119,Knight Rider (1982 TV series)
11120,Next Byte Codes
11121,Cross-entropy method
11122,Noogenesis
11123,Radial basis function interpolation
11124,Video Multimethod Assessment Fusion
11125,Robocalypse
11126,Fechner color
11127,Ciao (programming language)
11128,Simulation hypothesis
11129,DARPA AlphaDogfight
11130,Lost Kingdoms II
11131,TIFF-FX
11132,Eye-rolling
11133,Boosting (machine learning)
11134,Comecrudan languages
11135,Artificial Intelligence (journal)
11136,Care-O-bot
11137,Hyperlinks in virtual worlds
11138,HYPO CBR
11139,Synaptic weight
11140,Mega Man X (character)
11141,Gamepad
11142,Zeuthen strategy
11143,Hod Lipson
11144,Tracking (Scouting)
11145,Melomics
11146,Limit of a sequence
11147,Nitronate
11148,System usability scale
11149,Stephanie Forrest
11150,Step Inside
11151,Matching wildcards
11152,BIBFRAME
11153,Winograd Schema Challenge
11154,Knowbility
11155,Red Guardian
11156,Hopfield network
11157,AlphaStar (software)
11158,Trash (computing)
11159,Articulatory synthesis
11160,Electronic art
11161,HoloLens 2
11162,BulSemCor
11163,.iiq
11164,Don Dailey
11165,Models of DNA evolution
11166,Enterprise interoperability framework
11167,Inverse filter
11168,Alain Wisner
11169,Robotics Design Inc
11170,Electricity price forecasting
11171,Conference on Neural Information Processing Systems
11172,Problem-Oriented Medical Information System
11173,Action selection
11174,Fundamental matrix (computer vision)
11175,Picture clock with Alster panorama
11176,MacSpeech
11177,Insightec
11178,The Darfsteller
11179,Crowther criterion
11180,Georges Giralt PhD Award
11181,Logistello
11182,3D reconstruction
11183,Chromogen
11184,Mscape
11185,Jeni Tennison
11186,CELT
11187,Intrinsic motivation (artificial intelligence)
11188,Westworld (film)
11189,Edge case
11190,Moral graph
11191,Frankenstein complex
11192,Grace Wahba
11193,Automatic Complaint-Letter Generator
11194,Universal usability
11195,Hakase Shinonome
11196,Kenneth Koedinger
11197,SLAS Technology
11198,Redland RDF Application Framework
11199,Generalized distributive law
11200,Nyko FrontMan
11201,Easy Programming Language
11202,3D Topicscape
11203,Gestigon
11204,The Automatic Motorist
11205,Novarossi
11206,RunBot
11207,Darwin Core Archive
11208,Able Danger
11209,Imidoyl chloride
11210,Sense Plan Act
11211,OpenAIR
11212,Comparison of Lumia smartphones
11213,Starchild (novel)
11214,Baymax
11215,Distributional–relational database
11216,Bzigo
11217,Robin Murphy
11218,Universal Paperclips
11219,Andrew Sears
11220,Lift table
11221,Volume mesh
11222,Program Manager
11223,Human Media Lab
11224,Behavior informatics
11225,Motion compensation
11226,Autonomous logistics
11227,"I Have No Mouth, and I Must Scream"
11228,Deadly Friend
11229,Simon Says (The Outer Limits)
11230,Educational data mining
11231,Serge Belongie
11232,Multi-armed bandit
11233,Ancestral graph
11234,Neuromorphic engineering
11235,HoloVID
11236,Robot locomotion
11237,Deactivators
11238,Witotoan languages
11239,Margaret Boden
11240,The Iron Woman
11241,Statistical classification
11242,Auto Assembly
11243,Surface fairing
11244,Acyl halide
11245,Anova Culinary
11246,Stefano Soatto
11247,Arm solution
11248,Wenyon & Gamble
11249,Bertrand (programming language)
11250,ConceptDraw MINDMAP
11251,Bluetooth Low Energy
11252,Alkane
11253,NEWPALMYRA
11254,RoboSapien
11255,Arachno-Bot
11256,Kaissa
11257,Phalanx CIWS
11258,ISO 639
11259,Hydroacoustics
11260,Transpacific Flight
11261,Mr. and Mrs. I. N. Phelps Stokes
11262,TIFF/EP
11263,Joseph Mundy
11264,AIBO
11265,Branching identification key
11266,Natasha Noy
11267,Yann LeCun
11268,Star world
11269,Minkowski addition
11270,Dolittle (programming language)
11271,3D computer graphics
11272,Magic Camera
11273,Schaefer's dichotomy theorem
11274,Steve Mann (inventor)
11275,Pedestrian crash avoidance mitigation
11276,Kilinux
11277,Contactless fingerprinting
11278,Paul Fitts
11279,Tandberg
11280,Lift chair
11281,Superplan
11282,Crazy Stone (software)
11283,Mekanique
11284,James B. Yule
11285,Applied Artificial Intelligence
11286,TrueConf
11287,Abell 222
11288,InspecVision
11289,The Interactive Institute
11290,Sequential composition
11291,On-body wireless
11292,APNG
11293,Alpha 5 (Power Rangers)
11294,Gadfly (philosophy and social science)
11295,Daniel Dennett
11296,InTru3D
11297,Claude Shannon
11298,Evolving digital ecological network
11299,Constrained conditional model
11300,Facial feedback hypothesis
11301,Integral imaging
11302,Zugara
11303,Computational humor
11304,Speechify Text To Speech
11305,Quasi-commutative property
11306,Mixed reality
11307,Android (operating system)
11308,Veronica Dahl
11309,W. Keith Edwards
11310,Similarity learning
11311,Robot Award
11312,Uniform Resource Identifier
11313,Demetri Terzopoulos
11314,Computer-supported cooperative work
11315,Meyer wavelet
11316,KARR (Knight Rider)
11317,Sunspring
11318,Yawa languages
11319,Phrasal template
11320,Second Variety
11321,Talos
11322,Coh-Metrix
11323,Afroasiatic languages
11324,Apple Watch Series 3
11325,Maschinenmensch
11326,Smart tag (Microsoft)
11327,Virtual tour
11328,Standard illuminant
11329,Abell 2142
11330,Design for additive manufacturing
11331,Device ecology
11332,1 the Road
11333,Treehouse of Horror XIX
11334,Institut de Robòtica i Informàtica Industrial
11335,Active appearance model
11336,Gotcha Force
11337,Semantic parsing
11338,Adaptive autonomy
11339,The Robonic Stooges
11340,Generative adversarial network
11341,SEMI font
11342,Multimodal interaction
11343,Sulfide
11344,Amateur flight simulation
11345,IBM 2260
11346,Standing frame
11347,Limit of Vision
11348,Multi expression programming
11349,Istituto Italiano per l'Intelligenza Artificiale
11350,Deep Thought (chess computer)
11351,Artificial ants
11352,Kernel principal component analysis
11353,Dataism
11354,Artificial intelligence marketing
11355,Pradeep Khosla
11356,Jussi Karlgren
11357,Biomimetic antifouling coating
11358,Scanitto
11359,Learning with errors
11360,Planar projection
11361,Thiocyanate
11362,.x3f
11363,Reactable
11364,Steve Kirsch
11365,Anaphora (linguistics)
11366,Imaginary color
11367,Equal-loudness contour
11368,Lawbot
11369,Rolly Crump
11370,Motion JPEG 2000
11371,Interleave sequence
11372,ShEx
11373,.mef
11374,Creatures 2
11375,Across Language Server
11376,Web tracking
11377,BAT keyboard
11378,ActionShot
11379,Parasite Dolls
11380,Gorgon Stare
11381,Midpoint circle algorithm
11382,Terminator (NOW Comics)
11383,IView Media
11384,Knowledge base
11385,IEEE Transactions on Image Processing
11386,Gholamali Montazer
11387,ZEUS robotic surgical system
11388,Quake Minus One
11389,Second-generation wavelet transform
11390,R/deepfakes
11391,Tunnel problem
11392,Unmanned Combat Air System Demonstrator program
11393,Type-2 fuzzy sets and systems
11394,FE-Schrift
11395,Illumination (image)
11396,Hikarunix
11397,Semantic knowledge management
11398,Simultaneous editing
11399,Helicopter Canada
11400,Altropane
11401,Itsy Bitsy Spider (film)
11402,Memory color effect
11403,Stealth (film)
11404,Algorithmic bias
11405,Algebraic Logic Functional programming language
11406,Language and Computers
11407,BASIC Atom
11408,Formal ontology
11409,Not Quite Human (film)
11410,Nixie (drone)
11411,User-subjective approach
11412,Vivid knowledge
11413,Angoss
11414,3D television
11415,Multidimensional scaling
11416,Framing (social sciences)
11417,Flying-spot scanner
11418,Sandra Wachter
11419,AMSN
11420,Men Against Fire
11421,Nanning Huishi UAV
11422,Urea
11423,Adaptive collaborative control
11424,Dark-frame subtraction
11425,5D Chess with Multiverse Time Travel
11426,Biometrics use by the South African government
11427,Comparison of Star Trek and Star Wars
11428,MiWi
11429,Grammatik
11430,IRobot R-Gator
11431,Termbase
11432,W3C MMI
11433,Wink (platform)
11434,DEARhealth
11435,Epson Robots
11436,OpenTherm
11437,Neurotrophic electrode
11438,Andy Lomas
11439,C4 model
11440,Wire-guided missile
11441,User experience design
11442,Tensor network
11443,N-Sulfinyl imine
11444,Abell S1063
11445,Heinz Schmidtke
11446,Flower robot
11447,Rod C. Alferness
11448,Ontology Inference Layer
11449,Local case-control sampling
11450,WASP-34
11451,Intelligent user interface
11452,Zingbot
11453,Raj Reddy
11454,OpenDroneMap
11455,FreeCell
11456,User persona
11457,.wdp
11458,Sequence
11459,Dance pad
11460,Vinylene group
11461,"(ε, δ)-definition of limit"
11462,Optionally piloted vehicle
11463,Asunción Gómez Pérez
11464,D-Scribe Digital Publishing
11465,Five Nights at Freddy's
11466,Kamen Rider Zero-One
11467,Pumping lemma for regular languages
11468,Mindpixel
11469,Maximum satisfiability problem
11470,GeneRIF
11471,BabelNet
11472,International Components for Unicode
11473,Dartmouth workshop
11474,IDistance
11475,J.F. Schouten School for User System Interaction
11476,Organizational ergonomics
11477,Q-systems
11478,Bootstrap Studio
11479,Whitewashing (beauty)
11480,Semantic broker
11481,Pedro Domingos
11482,Monty Newborn
11483,Robinson compass mask
11484,LG ThinQ
11485,Lymphater's Formula
11486,Infobox
11487,IDog
11488,Jan Chipchase
11489,Marvin the Paranoid Android
11490,Robot control
11491,Unix-like
11492,Wearable augmented task-list interchange device
11493,Popliteal height
11494,Single-linkage clustering
11495,Conjunctive normal form
11496,WarGames
11497,Airbus THOR
11498,Quantifier variance
11499,Bob Sproull
11500,Smart object
11501,National Progressive Fraction
11502,Image meta search
11503,Tabbing navigation
11504,Perceptual robotics
11505,Finger tracking
11506,Adaptive hypermedia
11507,Intracoronary optical coherence tomography
11508,Sensing floor
11509,Garage (video game)
11510,Machinarium
11511,Fuzzy agent
11512,Bubblegram
11513,Smile mask syndrome
11514,Lex (software)
11515,Helen O'Loy
11516,This Place (agency)
11517,Brenda Laurel
11518,Dendroid (malware)
11519,KMC Controls
11520,The Winter Market
11521,Ni1000
11522,Histogram equalization
11523,Chess engine
11524,Savi Technology
11525,Thomas Bolander
11526,Vergence
11527,Top Chess Engine Championship
11528,Borg
11529,Toolkit for Conceptual Modeling
11530,Spatiospectral scanning
11531,Artificial Intelligence Applications Institute
11532,Remote manipulator
11533,Barcode system
11534,Epiphany Eyewear
11535,Stefan Schaal
11536,Tornado (robot)
11537,Circular thresholding
11538,Craig Reynolds (computer graphics)
11539,Yukaghir languages
11540,Local outlier factor
11541,International Conference on Robotics and Automation
11542,Login
11543,Image Studio Lite
11544,Variable-Rate Multimode Wideband
11545,Elmer (robot)
11546,Multimodal learning
11547,Orthoester
11548,Timeline of hypertext technology
11549,Knowledge Interchange Format
11550,Navia (vehicle)
11551,Computer game bot Turing Test
11552,Abell 665
11553,Paul Whitehead Teaches Chess
11554,ImageJ
11555,Oasis (software)
11556,Stochastic cellular automaton
11557,North Side Inc
11558,Polyfill (programming)
11559,Watch (novel)
11560,Electronic toll collection
11561,Twine (device)
11562,SADI
11563,Flex (lexical analyser generator)
11564,Playchess
11565,Gulf of evaluation
11566,Windmill Hill ware
11567,Free Will Hunting
11568,Kelihos botnet
11569,Computational creativity
11570,Agent-based model
11571,SnapTag
11572,Somatotype and constitutional psychology
11573,GuRoo
11574,Inauthentic text
11575,Euromatrix
11576,Aroid languages
11577,Advice taker
11578,.img
11579,Goliath tracked mine
11580,Isra Vision
11581,Jaybird (company)
11582,American Society for Photogrammetry and Remote Sensing
11583,Heaven's Vault
11584,Image moment
11585,BotCon
11586,F-logic
11587,Tazti
11588,Sequence Ontology
11589,Voice search
11590,Face Recognition Vendor Test
11591,Atomic sentence
11592,Flight 6 (film)
11593,Intel 8089
11594,Three-pane interface
11595,Netduino
11596,The Waterloo Banquet 1836
11597,Center for Applied Rationality
11598,Ronald C. Arkin
11599,Daniel G. Bobrow
11600,White backlash
11601,Peripheral Head-Mounted Display (PHMD)
11602,SimpleITK
11603,Stereoplotter
11604,Translation management system
11605,Linux.Darlloz
11606,Proto Man
11607,Shadow and highlight enhancement
11608,Lifelong Planning A*
11609,Nokia Lumia 800
11610,E-NABLE
11611,Paul Dourish
11612,Concurrent logic programming
11613,NComm
11614,Caitra
11615,Frame language
11616,J. C. R. Licklider
11617,IRobot Transphibian
11618,Exploration problem
11619,Matt Sloan (visual effects)
11620,Darwin machine
11621,Lebesgue constant
11622,Vagueness
11623,Computer Go
11624,Winnow (algorithm)
11625,Inside–outside–beginning (tagging)
11626,Microbivore robot
11627,Indian Underwater Robotics Society
11628,PR2 robot
11629,Box blur
11630,Danqi Chen
11631,Freddy II
11632,Hyperdata
11633,CMA-ES
11634,Virtual Desktop
11635,Fastbrick Robotics
11636,Hqx
11637,Doctor Eggman
11638,Chameleon botnet
11639,Sigmoid function
11640,Semantic wiki
11641,Austrian Literature Online
11642,Minimax
11643,Justice Duel
11644,Holographic interferometry
11645,Trinoo
11646,Computer shogi
11647,Netpage
11648,ASI (computer science)
11649,The Invincible
11650,Coscheduling
11651,Muppet Mobile Lab
11652,Mobile app
11653,Groupe INTRA
11654,Kraken botnet
11655,Igor Aleksander
11656,Business decision mapping
11657,Genetic representation
11658,Machine Learning (journal)
11659,Knight Rider (season 4)
11660,Surface Hub 2S
11661,Stuart J. Russell
11662,Joanne's Bed and Back
11663,RoboNet
11664,HADECS
11665,VideoScribe
11666,Virtual avatar
11667,The Human Face
11668,Matrix digital rain
11669,History of virtual learning environments
11670,Marcelo Coelho
11671,Digital Enterprise Research Institute
11672,EyeTap
11673,Avinash Kak
11674,EXI Wireless
11675,Sugarscape
11676,Computo (character)
11677,Sulfonamide
11678,Robotic arm
11679,Keycap
11680,Usability goals
11681,Decima (game engine)
11682,Semantic query
11683,Roller (BEAM)
11684,Holographic screen
11685,Matroid (company)
11686,Graphical user interface
11687,Thiol
11688,Chorded keyboard
11689,T.50 (standard)
11690,Law of conservation of complexity
11691,Blob detection
11692,Completeness (knowledge bases)
11693,Octobot (robot)
11694,Wireless triangulation
11695,Social History and Industrial Classification
11696,Sociorobotics
11697,Megatron
11698,The Fable of Oscar
11699,Toyota Partner Robot
11700,Cineon
11701,Seth (Street Fighter)
11702,Value sensitive design
11703,Modelur
11704,Bidirectional text
11705,Transhumanism
11706,Biologically inspired cognitive architectures
11707,Differential evolution
11708,MindView
11709,New Horizons
11710,Reboot
11711,Common normal (robotics)
11712,Ruzena Bajcsy
11713,Guiledart
11714,Hozo
11715,Polygon soup
11716,Steel and Lace
11717,Infltr
11718,Spectral modeling synthesis
11719,Polyharmonic spline
11720,Morphological gradient
11721,Relevance vector machine
11722,Low Orbit Ion Cannon
11723,VDA 6.1
11724,Leonard Susskind
11725,HiTech
11726,State management
11727,Multistorey car park
11728,Cyberdyne Inc.
11729,People Pattern
11730,G.719
11731,Robocco Wars
11732,Keyword extraction
11733,Animatronics
11734,Rock 'Em Sock 'Em Robots (video game)
11735,Master Control Program (Tron)
11736,Jitsi
11737,.mdc
11738,The Iron Man (novel)
11739,SPT-CL J0546-5345
11740,Polarr
11741,Bloom (novel)
11742,Tales from the Hood 2
11743,Anthropometric history
11744,Boronic acid
11745,Rational agent
11746,Parody generator
11747,Kernel adaptive filter
11748,Edge recombination operator
11749,Wonder Project J2
11750,Neurocomputing (journal)
11751,Sulfilimine
11752,Yap (company)
11753,Dorin Comaniciu
11754,White Cane Safety Day
11755,Whitespace character
11756,Frank van Harmelen
11757,Weka (machine learning)
11758,Artisto
11759,Lossless JPEG
11760,Drinker paradox
11761,ChampionChip
11762,Pyramid (image processing)
11763,Michelangelo Hand
11764,Document classification
11765,The Diamond Age
11766,Robotic Refueling Mission
11767,VFX1 Headgear
11768,A Colour Symphony
11769,Passive dynamics
11770,Pomoan languages
11771,Intelligent Ground Vehicle Competition
11772,Bosto Kingtee
11773,JT (visualization format)
11774,Type-1 OWA operators
11775,Toloka
11776,Iridescence
11777,Starcom Systems
11778,Knowledge processing for robots
11779,Cross-language information retrieval
11780,Andrea Grimes Parker
11781,Person of Interest (TV series)
11782,Nao (robot)
11783,Muller automaton
11784,Clank (Ratchet & Clank)
11785,John F. Hughes
11786,March of the Machines
11787,Learning curve (machine learning)
11788,Metal Gear (mecha)
11789,Lone Echo II
11790,Mouseless
11791,IDrive
11792,Historical Jewish Press
11793,Machine vision
11794,Grandstream Networks
11795,Zero (Mega Man)
11796,Do Button
11797,OpenFlight
11798,Sketch Engine
11799,Nils Aall Barricelli
11800,Barrier pointing
11801,Alt code
11802,LongPen
11803,Kristen Hedley
11804,Ontario Telemedicine Network
11805,CyberTown
11806,Visible light imaging
11807,Counterfactual conditional
11808,The Steam Man of the Prairies
11809,Complete-linkage clustering
11810,Marian Petre
11811,Bicubic interpolation
11812,Advanced disaster management simulator
11813,Defeasible logic
11814,CereProc
11815,Alkhema
11816,Hammerstein (comics)
11817,Internet/Intranet Input Method Framework
11818,Multi-document summarization
11819,Trend Micro
11820,ST1080
11821,Cassowary (software)
11822,Real Robots
11823,Split screen (video games)
11824,The Ruum
11825,Maja Pantić
11826,Neil Harbisson
11827,Neurorobotics
11828,Bungee chair
11829,Ambient Devices
11830,Killer poke
11831,Center for Telematics
11832,SGR-A1
11833,IsaacRobot
11834,Francisco Varela
11835,Supranet
11836,National Agricultural Library Thesaurus and Glossary
11837,Contortae
11838,Ratchet & Clank
11839,Labtec
11840,IDEF5
11841,Sears Subject Headings
11842,Lotfi A. Zadeh
11843,Equalized odds
11844,Kal Spelletich
11845,WebCrow
11846,Integral channel feature
11847,Next (2020 TV series)
11848,Source tracking
11849,Color moments
11850,TechnoSphere (virtual environment)
11851,GADDAG
11852,Zoox (company)
11853,Google Lunar X Prize
11854,Maurizio Lenzerini
11855,Lambert's cosine law
11856,Geometric mean filter
11857,The Great Automatic Grammatizator
11858,Noise-based logic
11859,Ashutosh Saxena
11860,AllJoyn
11861,Boilerplate (robot)
11862,Yolanda Gil
11863,Taurus (comics)
11864,Example-based machine translation
11865,MAHRU & AHRA
11866,Appeal to the stone
11867,PINO
11868,Standard Color Reference of America
11869,Soltrio Solitaire
11870,Text-based email client
11871,Number Four (Battlestar Galactica)
11872,Oculus (brand)
11873,Telecollaboration
11874,Neuroergonomics
11875,Mobility aid
11876,MIT Museum
11877,Oculus Touch
11878,Halite AI Programming Competition
11879,Single particle analysis
11880,Prabashvara
11881,Dehaene–Changeux model
11882,Skolem normal form
11883,Googlearchy
11884,Xiaowei
11885,Qwerty effect
11886,Cave5D
11887,Still Not Quite Human
11888,Missile guidance
11889,Social robot
11890,Ginkgo CADx
11891,Xi (alternate reality game)
11892,Maria Petrou
11893,CLACL
11894,Michael Rees
11895,Mechanical Love
11896,Ply (game theory)
11897,Unity (user interface)
11898,Entropic gravity
11899,GeoNames
11900,VeriFace
11901,Cascading classifiers
11902,Cross-lagged panel model
11903,Termcap
11904,Ergonomic hazard
11905,StarLogo
11906,Insert Knob A in Hole B
11907,Vertex painting
11908,Electronic fluency device
11909,Uncropping
11910,Terraserver.com
11911,Absorbing Markov chain
11912,SENTRI
11913,Competitive learning
11914,Web Rule Language
11915,SNNS
11916,How to Build a Better Boy
